CODE ID;NOM DE LA MAISON;ADRESSE;CODE POSTAL;VILLE;DEPARTEMENT;REGION;PAYS;DESCRIPTIF;PROPRIETE /GESTION;Voir le programme;Site web;Facebook;Twitter;Instagram;Dailymotion;TAG Année de labellisation;TAG maison-des-illustres;TAG monument-historique;TAG tourisme-et-handicap;TAG musee-de-france;TAG architecture-contemporaine-remarquable;TAG patrimoine-mondial-de-lunesco;TAG jardin-remarquable;TAG patrimoine industriel;TAG litterature-et-idees;TAG arts-et-architecture;TAG sciences-et-industrie;TAG musique-theatre-et-cinema;TAG histoire-et-politique;geolocalisation
APN00_11_MI084;Maison d’Émile Zola;26 rue Pasteur;78670;Médan;Yvelines;Île-de-France;France;"Écrivain et journaliste, Émile Zola (1840-1902) a été le chef de file de l’école naturaliste. Son œuvre principale est un monument de vingt volumes, qui raconte l’histoire d’une famille sous le Second Empire, ""Les Rougon-Macquart"". Sa vie est marquée par son engagement républicain et sa lutte pour la justice. En 1898, il publie dans ""L’Aurore"" « J’Accuse…! » , vibrant appel à la révision du procès du capitaine Dreyfus. Émile Zola acquiert, au printemps 1878, une maison aux environs de Paris. Il l’agrandit à son idée avec la construction des tours Germinal et Nana. Il la conserve pendant vingt-quatre ans, jusqu’à sa mort en1902. Alexandrine Zola, sa veuve, en fait don à l’Assistance publique en 1905. Elle est aujourd’hui gérée par l’association Maison Zola – Musée Dreyfus qui a conduit sa restauration et mène le projet d’un musée consacré à l’affaire Dreyfus dans un bâtiment attenant. Zola passe une grande partie de l’année à Médan. Il y écrit douze des romans du cycle des Rougon-Macquart, dont Germinal, La Bête humaine et Au Bonheur des Dames.";Propriété de l’Assistance Publique des Hôpitaux de Paris.;;http://www.maisonzola-museedreyfus.com;;;;;labellisee-en-2011;maison-des-illustres;monument-historique;;musee-de-france;;;;;litterature-et-idees;;;;;48.956566,1.995455
APN00_75_MI101;Maison Martin Nadaud;La Martinèche;23250;Soubrebost;Creuse;Nouvelle Aquitaine;France;"Martin Nadaud (1815-1898), ouvrier maçon, devient député de la Creuse en 1849. Républicain convaincu, condamné à l’exil en 1851 après le coup d’état de Louis Napoléon Bonaparte, il est nommé préfet de la Creuse en 1870, élu conseiller municipal de Paris en 1871 et de nouveau député de la Creuse de 1876 à 1889. Père des lois sur les accidents du travail et sur l’enseignement professionnel, il a œuvré avec dynamisme dans le domaine social, de la construction publique et par son rôle dans le projet d’un métro parisien.  Dans sa retraite de la Martinèche, Martin Nadaud rédige Les ""Mémoires de Léonard"", autobiographie qui retrace la migration et les conditions de vie des maçons, et qui constitue, avec ""Le Livre du compagnonnage"" d’Agricol Perdiguier, l’un des rares exemples de littérature ouvrière du XIXe siècle.";Propriété de la commune de Soubrebost, mise à disposition de la Communauté de Communes Bourganeuf - Royère de Vassivière.;;;https://www.facebook.com/profile.php?id=100001392488204;;;;labellisee-en-2011;maison-des-illustres;;;;;;;;;;;;histoire-et-politique;45.9633,1.8419
APN00_53_MI032;Maison Louis Guilloux;13 rue Lavoisier;22000;Saint-Brieuc;Côtes-d'Armor;Bretagne;France;"Louis Guilloux (1899-1980) a vécu en alternance à Saint-Brieuc, sa ville natale dont on retrouve le double dans plusieurs de ses romans, et à Paris, où il développe une partie de ses activités littéraires. Son père est cordonnier et militant socialiste, comme son personnage l'évoque dans son premier ouvrage, ""La Maison du Peuple"" (1927). Au lycée, il se lie d'amitié avec le professeur de philosophie Georges Palante, dont il s'inspire pour le personnage de Cripure, pathétique héros du ""Sang noir"" (1935). Traducteur de McKay et Steinbeck, il est l'ami de Malraux et Camus. Sensible à la détresse humaine et à la misère, il devient secrétaire du Congrès mondial des écrivains antifascistes et défend la cause des chômeurs et des réfugiés espagnols comme délégué du Secours rouge. Pendant la Seconde Guerre mondiale, il accueille dans sa maison briochine des résistants chrétiens et communistes. ""Le Sang noir"", considéré comme son chef-d'œuvre, est pressenti pour le Goncourt. Le complexe et foisonnant ""Jeu de patience"" remporte le prix Renaudot en 1949. L'ensemble de son œuvre est couronné par le grand prix de littérature de l'Académie française en 1973.";Propriété de la Commune de Saint-Brieuc.;;http://maisonlouisguilloux.fr;https://www.facebook.com/maison.louisguilloux/;;;;labellisee-en-2011;maison-des-illustres;;;;;;;;litterature-et-idees;;;;;48.519146,-2.751342
APN00_32_MI126;Musée Jean de la Fontaine;12 rue Jean-de-la-Fontaine;02400;Château-Thierry;Aisne;Hauts-de-France;France;"Poète et conteur prolixe, Jean de la Fontaine (1621-1695) a surtout marqué l’histoire des lettres par ses ""Fables"", pour lesquelles il s’est inspiré des fabulistes de l’Antiquité gréco-latine et de sources indiennes et arabo-persanes. Son œuvre est très appréciée à la cour de Louis XIV. Il entre à l’Académie française en 1684. Jean de La Fontaine est né dans cet hôtel particulier de Château-Thierry. Son père, Charles, était maître des Eaux et Forêts, charge dont La Fontaine hérita. En 1676, alors âgé de cinquante-cinq ans, le poète vend sa maison natale pour trouver la gloire littéraire à Paris. Plusieurs propriétaires succèdent à La Fontaine dans cette maison qui devient musée en 1876, grâce au soutien de la Société historique et archéologique de la ville de Château-Thierry.";Propriété de la mairie de Château-Thierry.;;http://www.musee-jean-de-la-fontaine.fr/;;https://twitter.com/museelafontaine;;;labellisee-en-2011;maison-des-illustres;monument-historique;;musee-de-france;;;;;litterature-et-idees;;;;;49.046927,3.400289
APN00_24_MI229;Maison natale Pierre de Ronsard;La Possonière;41800;Couture-sur-Loire;Loir-et-Cher;Centre-Val de Loire;France;Poète et chef de la Pléiade, Pierre de Ronsard (1524-1585) passa les premières années de sa vie dans cette demeure. Le site, agrandi au fur et à mesure de l’ascension sociale de ses ancêtres, est composé d’un logis principal et de communs troglodytiques. Les fines sculptures ornant la façade sud du manoir et les entrées des communs sont dans le style de la première Renaissance. À l’intérieur du manoir est conservée une cheminée monumentale sculptée. Sur les murs de la grande salle ont été peints les blasons des membres principaux de la famille du poète. Restauré et remanié à la moitié du XIXe siècle, le manoir conserve malgré tout son charme d’antan. Dans les jardins se mêlent potagers fleuris et massifs de roses, un réaménagement est prévu pour 2020. Surplombant la cour sud, le bois de Gâtine est aménagé en parcours pédagogique sur la flore et la faune agrémenté d’extraits de poèmes.;Propriété de la Communauté d'agglomération Territoires vendômois.;;http://www.territoiresvendomois.fr/maison-natale-de-ronsard;https://www.facebook.com/Maison-natale-Pierre-de-Ronsard-198590590494163/;;;;labellisee-en-2018;maison-des-illustres;monument-historique;;;;;;;litterature-et-idees;;;;;47.747083,0.692719
APN00_93_MI233;Fondation Camargo;1 avenue Maurice Jermini;13260.0;Cassis;Bouches-du-Rhône;Provence-Alpes-Côte d’Azur;France;Tombé sous le charme de Cassis, l’artiste et philanthrope américain Jerome Hill acquiert en 1939, en aplomb de la Méditerranée et face au Cap Canaille, une villa de peintre et l’ancien cabanon des Aubagnais construit par l’armée de Napoléon Bonaparte. Il conçoit un espace dédié à la création et à l’expérimentation en aménageant un théâtre de plein air, des terrasses et des jardins méditerranéens, dans lesquels il invite des artistes. En 1967, il créé la Fondation Camargo, lieu de résidence ayant accueilli plus de 1000 artistes et chercheurs jusqu’à aujourd’hui. Partageant sa vie entre Cassis et New York, Jerome Hill a su créer un véritable dialogue artistique et culturel entre la France et les États-Unis, que la Fondation continue de développer de par son statut de résidence internationale et interdisciplinaire.;Propriété de la Camargo Foundation, fondation américaine reconnue assocation étrangère, équivalente loi 1901;https://openagenda.com/fondation-camargo   http://camargofoundation.org/fr/actualites/newsletter/;;www.facebook.com/camargofoundation;https://twitter.com/camargofnd;https://www.instagram.com/camargofoundation/;;labellisee-en-2018;maison-des-illustres;;;;;;;;;arts-et-architecture;;;;43.214019,5.532951
APN00_93_MI234;Villa Thuret et Jardin Botanique;90 chemin Raymond;06160;Antibes/Juan-les-Pins;Alpes-Maritimes;Provence-Alpes-Côte d’Azur;France;Gustave Thuret (1817 – 1875), botaniste et algologue, s’installe au Cap d’Antibes en 1857 avec son ami le docteur et botaniste Edouard Bornet. Ils créent un laboratoire de recherche et introduisent des végétaux exotiques avec le soutien du Muséum National d’Histoire Naturelle de Paris. Plus de 4000 espèces vivantes sont recensées en 1875. Suite à une donation à l’Etat français, le laboratoire devient public et Charles Naudin succède à G. Thuret. Outre son travail sur les eucalyptus, on lui doit de nombreuses publications sur l’utilisation des espèces « acclimatées ». Georges Poirault lui succède en 1899 et crée le Centre agronomique de Provence qui devient l’INRA en 1946. La maison s’agrandit pour héberger de nouvelles équipes de recherche. Les quatre personnages fondateurs ont contribué au développement de l’horticulture ornementale et à la création du paysage de la Côte d’Azur.;Propriété de l'Etat, gestion par l'INRA, centre PACA, Unité Expérimentale Villa Thuret;https://openagenda.com/jardin-botanique-thuret-antibes;;https://www.facebook.com/InraPACA/;https://twitter.com/Inra_PACA;;;labellisee-en-2018;maison-des-illustres;;;;;;jardin-remarquable;;;;sciences-et-industrie;;;43.570812,7.111316
APN00_27_MI028;Château de Bussy-Rabutin;12 rue du Château;21150;Bussy-le-Grand;Côte-d'Or;Bourgogne – Franche-Comté;France;"Cousin de Madame de Sévigné, Roger de Rabutin, comte de Bussy (1618-1693), est un officier et homme de lettres. Rendu célèbre par son ""Histoire amoureuse des Gaules"", qui dévoile les mœurs galantes de la cour versaillaise, il se rend indésirable aux yeux de Louis XIV et se voit contraint à l'exil, qu'il subit pendant dix-sept ans dans son château bourguignon, jusqu'a sa mort. Le château de Bussy et son hôte sont indissociables : la demeure seigneuriale permet de mieux comprendre le gentilhomme bourguignon et la vie d’une noblesse d’épée provinciale et peu fortunée. La découverte de Bussy ouvre une perspective originale sur le XVIIe siècle, entre la fin du règne de Louis XIII et l’affirmation du pouvoir personnel de Louis XIV.";Propriété de l’État, gérée par le Centre des Monuments Nationaux.;;http://bussy-rabutin.monuments-nationaux.fr/;https://fr-fr.facebook.com/ChateaudeBussyRabutin/;https://twitter.com/chateaubussy;https://www.instagram.com/chateaudebussyrabutin/?hl=fr;;labellisee-en-2011;maison-des-illustres;monument-historique;;;;;jardin-remarquable;;litterature-et-idees;;;;;47.561445,4.524911
APN00_84_MI146;Maison Ravier;302 rue Auguste Ravier;38510;Morestel;Isère;Auvergne-Rhône-Alpes;France;Sur les hauteurs de la vieille ville de Morestel, la maison Ravier, demeure bourgeoise édifiée au début du XVIIIe siècle, fut celle du peintre pré-impressionniste, François-Auguste Ravier (1814-1895). Il vécut là les vingt-huit dernières années de sa vie(1867-1895), attiré par les paysages aux harmonies colorées audacieuses et inépuisables. Ami de Corot et de Daubigny, l'artiste a anticipé les préoccupations des plus célèbres impressionnistes en vouant sa vie à l'étude de la lumière et au rendu de ses effets. La maison a gardé son charme d'autrfois, et l'on peut découvrir au rez-de-chaussée l'exposition permanente consacrée au peintre et à son élève, le portraitiste François Guiguet (1860-1937). Chaque saison, la maison Ravier propose des expositions temporaires d'artistes régionaux, nationaux et internationaux, tels que J.M. William Turner, Camille Claudel, Arcabas, Albert Gleizes, Georges Rouault.;Propriété de la commune de Morestel.;;http://maisonravier.fr;https://www.facebook.com/maison.ravier/;;;;labellisee-en-2012;maison-des-illustres;;;;;;;;;arts-et-architecture;;;;45.675132,5.470262
APN00_11_MI085;Château de Monte-Cristo;Château de Monte-Cristo;78560;Le Port-Marly;Yvelines;Île-de-France;France;"Alexandre Dumas (1802-1870) est le plus prolifique et le plus populaire des écrivains de l’époque romantique. Avec ses collaborateurs, il signe près de trois cents ouvrages : des drames historiques (""Henri III et sa cour"", ""Antony"", ""La Tour de Nesle""), des romans (""Les Trois Mousquetaires"", ""Vingt Ans après"", ""Le Vicomte de Bragelonne"", ""Le Comte de Monte-Cristo"", ""La Reine Margot""). Il fut aussi un journaliste infatigable : chroniqueur, directeur de rédaction, créateur de différents titres. En 1844, il décide de faire construire une maison au Port-Marly. Deux ans plus tard, un château Renaissance sort de terre au beau milieu d’un parc à l’anglaise. Les façades sculptées présentent en médaillon des portraits d’écrivains célèbres. Le château de Monte-Cristo renferme un superbe salon mauresque réalisé par des artisans tunisiens.";Propriété du Syndicat intercommunal (Le Port-Marly, Marly le Roi et Le Pecq) de Monte-Cristo.  Gestion conjointe entre le Syndicat et la «Société des amis d’Alexandre Dumas».;;http://www.chateau-monte-cristo.com;;;;;labellisee-en-2011;maison-des-illustres;monument-historique;;;;;;;litterature-et-idees;;;;;
APN00_11_MI091;Maison des Jardies;14 avenue Gambetta;92310;Sèvres;Hauts-de-Seine;Île-de-France;France;Avocat et homme politique, Léon Gambetta (1838-1882) est le père fondateur de la IIIe République. Avec son fameux programme de Belleville, il s’impose dès la fin des années 1860 comme une force d’opposition au régime de Napoléon III. Sa carrière fulgurante le conduit à exercer de grandes responsabilités. Élu député en 1869, il préside la chambre des députés dès 1879 et accède à la présidence du Conseil en 1881. Il est également trois fois ministre : Intérieur et Guerre en 1870, Affaires étrangères en 1881. Gambetta s’installe définitivement à la maison des Jardies avec sa compagne en 1882 et décède le 31 décembre de la même année à l’âge de 44 ans. Le premier occupant célèbre de la propriété est Honoré de Balzac qui s’y installe en 1838. Jouxtant la maison, un monument du sculpteur Bartholdi est édifié par l’État en 1891 à la gloire de Léon Gambetta.;Propriété de l’État gérée par le Centre des monuments nationaux.;;http://maison-jardies.monuments-nationaux.fr;;;;;labellisee-en-2011;maison-des-illustres;monument-historique;;;;;;;;;;;histoire-et-politique;48.827202,2.198635
APN00_44_MI220;Maison de   Julie Victoire Daubié;Manufacture royale;88240;Bains- Les-Bains;Vosges;Grand Est;France;"Première femme bachelière de France, Julie Victoire Daubié (1824-1874) naquit dans la maison des contremaîtres de la Manufacture royale. Son père, caissier, meurt peu après sa naissance ; elle est élevée par sa mère, Marie-Victoire. Pendant les premières années, avec les bouleversements industriels qui se mettent en place, elle est le témoin d'une dégradation rapide de la condition ouvrière et de la place de la femme dans ce système. Julie Victoire publie en 1866 ""De la femme pauvre"" et, en 1871, est licenciée ès lettres. Fondée au XVIIIe siècle, la Manufacture royale de Bains-les-Bains, ancienne manufacture de fer-blanc, est le plus ancien site industriel de ce type en Lorraine.";Propriété privée;;www.bainsmanufactureroyale.eu;;;;;labellisee-en-2017;maison-des-illustres;;;;;;;;;arts-et-architecture;;;;47.996543,6.233804
APN00_75_MI009;Tour Moncade;Rue Moncade;64300;Orthez;Pyrénées-Atlantiques;Nouvelle Aquitaine;France;"Gaston Fébus (1331-1391) est un seigneur féodal, écrivain et poète. Entouré d’une cour fastueuse, le comte de Foix achève les fortifications d’un château dont la construction a débuté en 1242 et dont il ne reste aujourd'hui que le donjon. Dans son ""Livre de Chasse"", qui reste une référence jusqu’au XIXe siècle, Gaston III, considéré comme l’un des meilleurs chasseurs de son époque, détaille les composantes de cet univers essentiel dans le monde médiéval. La tour Moncade, dernier vestige du château natal de Gaston Fébus revendu pour partie à des démolisseurs au lendemain de la Révolution, présente des aménagements intérieurs et extérieurs destinés à faire découvrir son histoire.";Propriété de la Ville d'Orthez.;;;;;;;labellisee-en-2012;maison-des-illustres;monument-historique;;;;;;;litterature-et-idees;;;;;43.4892,-0.773557
APN00_98_MI170;Maison-musée James Norman Hall;BP 14167;98701;Arue, Tahiti;;Polynésie française;France;"James Norman Hall (1887-1951) est un auteur américain. Avant de se consacrer aux lettres, Hall s'est d'abord engagé comme soldat dans les armées britannique puis française au cours de la Première Guerre mondiale. Son engagement dans le conflit lui a valu d'être décoré de la Légion d’honneur. C’est en 1920 qu’il choisit de s’installer à Tahiti, au même moment que son ami Charles Nordhoff. Ensemble, ils écrivent la célèbre trilogie de ""L'Odyssée de la Bounty"", ainsi que ""Hurricane"", qui feront l’objet de fameuses adaptations cinématographiques et qui ont contribué à la construction et à la diffusion du « mythe de Tahiti ». James Norman Hall fait construire à Arue cette maison typique des années 1930, face à la baie de Matavai, dans laquelle il vit de nombreuses années aux côtés de son épouse tahitienne Sarah Teraureia Winchester. L’écrivain y décède en 1951 ; il est aujourd’hui enterré sur la colline qui la surplombe.";Propriété du Territoire de la Polynésie française sous la tutelle du Ministère de la Culture, Gestion de l'Association des amis de James Norman Hall.;;www.jamesnormanhallhome.pf;https://www.facebook.com/maisonjamesnormanhall/;;;;labellisee-en-2012;maison-des-illustres;;;;;;;;litterature-et-idees;;;;;-17.524817,-149.520423
APN00_28_MI022;Maison natale de Jean-François Millet;Hameau Gruchy;50440;La Hague;Manche;Normandie;France;"Jean-François Millet (1814-1875) a été marqué par son enfance paysanne au cœur de la Hague. Formé à Cherbourg puis à Paris, Millet s'installe en 1849 à la lisière de la forêt de Fontainebleau et devient, avec son ami Théodore Rousseau, l'une des figures de l'école de Barbizon. Il s'affirme comme le peintre par excellence des scènes de la vie paysanne dont les plus célèbres sont ""L'Angélus"" et ""Des glaneuses"". Son travail sur la lumière annonce les impressionnistes et inspire Vincent Van Gogh. La maison natale de l'artiste propose des expositions consacrées à la condition paysanne au XIXe siècle et à l'influence du peintre normand au XIXe et XXe siècles.";Musée du Conseil départemental de la Manche.;;;;;;;labellisee-en-2011;maison-des-illustres;;;;;;;;;arts-et-architecture;;;;49.682454,-1.791268
APN00_11_MI081;Maison natale Louis Braille;13 rue Louis-Braille;77700;Coupvray;Seine-et-Marne;Île-de-France;France;Inventeur de l’écriture pour les personnes aveugles ou malvoyantes, Louis Braille (1809-1852) est né à Coupvray. À l’âge de trois ans, il se blesse l’œil en utilisant les outils de son père bourrelier. L’infection s’aggrave et il perd définitivement la vue deux ans plus tard. À l’orée de l’adolescence, il quitte son village natal pour étudier à l’Institution royale des jeunes aveugles à Paris, où il développe le système d’écriture en six points saillants et enseigne notamment la musique. Il est inhumé en 1852 à Coupvray. La relique de ses mains se trouve au cimetière communal dans une urne scellée sur sa tombe. Le corps de Louis Braille est transféré au Panthéon le 21 juin 1952.   Transformée en musée, la maison de Louis Braille a conservé l’intérieur typique d’une ferme briarde avec notamment une reconstitution de l’atelier paternel.;Propriété de la Commune de Coupvray.  Gestion conjointe par l l’Organisation Mondiale des Aveugles, le Comité Français Louis Braille et la Commune de Coupvray.;;http://www.coupvray.fr;;;;;labellisee-en-2011;maison-des-illustres;monument-historique;tourisme-et-handicap;musee-de-france;;;;;;;sciences-et-industrie;;;48.89452,2.791914
APN00_24_MI218;Château de Talcy   Diane et Cassandre Salviati;18 rue du Château;41370;Talcy;Loir-et-Cher;Centre-Val de Loire;France;"Cassandre Salviati (1530-1607) est la muse dont Pierre de Ronsard célèbre la beauté dans ""Les Amours"". Elle est la fille du banquier florentin Bernard Salviati, seigneur de Talcy. Lors d'un long séjour en 1571, Agrippa d'Aubigné rencontre Diane Salviati (1552-vers 1574 ?), à qui il consacrera ""Le Printemps"", puis l' ""Hécatombe à Diane"". Aujourd'hui encore, le domaine tout entier résonne des écrits amoureux des deux poètes à leurs muses. Le rosier qui enlace les colonnes du puits de Talcy fait écho au célèbre « Mignonne, allons voir si la rose », tandis que la table de cuisine évoque Diane soignant son poète-soldat blessé. A 25 kilomètres de Blois et à 10 kilomètres de Mer, les toits effilés du château de Talcy émergent des plaines céréalières de la Beauce blésoise. Edifié au XVIe siècle, ce château, au destin marqué par les poètes, conserve un décor meublé unique préservé depuis le XVIIIe siècle, ainsi qu'un verger de collection.";Propriété de l'Etat, Gestion par le CMN;;http://www.chateau-talcy.fr;;;;;labellisee-en-2017;maison-des-illustres;monument-historique;;;;;;;litterature-et-idees;;;;;47.769313,1.444645
APN00_99404 _MI196;Petite Plaisance;35 S Shore Rd;ME 04662;Northeast Harbor (Maine);;;Etats-Unis;"Marguerite Yourcenar (1903-1987), écrivain de langue française, est l'auteur de romans, de poèmes, de nouvelles, d'essais, de pièces de théâtre et de traductions. De son vrai nom Cleenewerck de Crayencour (transformé en Yourcenar par l'anagramme du second patronyme), elle passe son enfance auprès de son père, entre le domaine familial en Flandre française et des séjours dans le Midi. Marquée par le goût des voyages, Marguerite Yourcenar part pour les Etats-Unis en 1939 à l'invitation de son amie Grace Frick. Naturalisée américaine, elle s'installe en 1950 dans le Maine sur l'île des Monts-Déserts. Dans sa maison de bois blanc, baptisée « Petite Plaisance », elle écrit la plupart de ses œuvres, dont ""Mémoires d'Hadrien"" et ""L'Œuvre au noir"", roman pour lequel elle reçoit le prix Fémina en 1968. En 1980, elle est la première femme élue à l'Académie française. Conformément à ses volontés testamentaires, Petite Plaisance a été conservée en l'état.";Propriété privée.;;www.petiteplaisanceconservationfund.org;;;;;labellisee-en-2013;maison-des-illustres;;;;;;;;litterature-et-idees;;;;;44.290008,-68.288593
APN00_84_MI154;Appartement Gagnon (Maison Stendhal);20 grande Rue;38000;Grenoble;Isère;Auvergne-Rhône-Alpes;France;"Écrivain grenoblois, Henri Beyle, dit Stendhal (1783-1842), se distingue d'abord par son engagement dans l’armée napoléonienne. C’est ainsi qu’il découvre l’Italie, développe une véritable passion pour les arts, notamment la peinture et la musique, qu’il assouvit en devenant critique d’art. De retour à Paris, il fréquente les salons littéraires, publie des essais et connaît un premier succès avec son roman ""Le Rouge et le Noir"" (1830). Il continue à développer un style alliant réalisme social et action romanesque avec ""Lucien Leuwen"" ou ""La Chartreuse de Parme"", qui paraît en 1839 et lui vaut l’admiration de Balzac. L’appartement Gagnon, véritable refuge d'enfance où Stendhal se rendait pour retrouver son grand-père, a servi au futur romancier de laboratoire d'observation de la bonne société grenobloise. Il est reconnaissable à la treille que l’on peut apercevoir depuis le Jardin de ville.";Propriété de la Ville de Grenoble.;;;;;;;labellisee-en-2011;maison-des-illustres;monument-historique;;musee-de-france;;;;;litterature-et-idees;;;;;45.192817,5.728818
APN00_84_MI193;Maison d'Ampère;300 route d'Ampère;69250;Poleymieux-au-Mont-d'Or;Rhône;Auvergne-Rhône-Alpes;France;André-Marie Ampère (1775-1836) est un physicien français, créateur de l'électrodynamique. Autodidacte, il fréquente les bibliothèques et observe les phénomènes naturels. Cela le conduit à devenir professeur à Bourg-en-Bresse, puis à Lyon, avant de donner des cours à l'École Polytechnique et d'obtenir la chaire de physique générale au Collège de France.  Sa plus grande découverte date de 1820 quand, après une expérience du Danois Oersted, Ampère imagine l'électrodynamique : il crée le vocabulaire de l'électricité (« courant », « tension ») et matérialise dans une formule mathématique les actions réciproques des courants et des aimants.  Acquis par Jean-Jacques Ampère en 1771, le domaine familial de Poleymieux est une bâtisse accolée à une ferme qui a servi de décor à la jeunesse d’André-Marie Ampère. Il y étudie et y réalise ses expériences scientifiques.;Propriété privée, gestion de la Société des Amis d'André-Marie Ampère;;http://www.amperemusee.fr/;;;;;labellisee-en-2013;maison-des-illustres;;;;;;;;;;sciences-et-industrie;;;45.853942,4.799273
APN00_27_MI026;Musée Maison Nicéphore Niepce;2 rue Nicéphore-Niépce;71240;Saint-Loup-de-Varennes;Saône-et-Loire;Bourgogne – Franche-Comté;France;Joseph Niépce (1765-1833), dit Nicéphore Niépce, est l'inventeur de la photographie. C’est en 1797, au cours d’un voyage en Sardaigne avec sa famille, que Nicéphore a l'idée de fixer l'image. Installée à Nice, la famille rentre alors à Chalon-sur-Saône, ville dont elle est originaire. Avec son frère Claude, ils obtiennent un brevet signé de Napoléon pour l'une de leurs inventions : le moteur à combustion interne. Après le départ de Claude pour Londres, afin de vendre leur invention, Nicéphore reste seul en France dans sa maison de Saint-Loup-de-Varennes et se consacre à ses recherches sur la photographie. Vers 1824, il parvient à fixer une image, le « point de vue de la fenêtre », considérée comme la toute première photographie de l’histoire. Dans la maison, les visiteurs peuvent admirer le plus vieil atelier-laboratoire photographique du monde, ainsi que l’ensemble des inventions développées par Nicéphore Niépce.;Propriété privée.;;http://www.photo-museum.org;https://www.facebook.com/Mus%C3%A9e-Maison-Nic%C3%A9phore-Ni%C3%A9pce-216056531739090/;https://twitter.com/maisonniepce;;;labellisee-en-2012;maison-des-illustres;;;;;;;;;;sciences-et-industrie;;;46.727349,4.857993
APN00_27_MI055;Musée Rouget-de-Lisle;24 rue du Commerce;39000;Lons-le-Saunier;Jura;Bourgogne – Franche-Comté;France;"Claude-Joseph Rouget-de-Lisle (1760-1836) est un officier du génie connu pour être le compositeur de La Marseillaise, hymne national devenu symbole de la liberté des peuples à disposer d’eux-mêmes. En garnison à Strasbourg au début de la Révolution, il compose, en avril 1792, à la demande du maire de la ville, Philippe Frédéric de Dietrich, le ""Chant de guerre pour l’armée du Rhin"". Interprété par les fédérés marseillais rentrant à Paris le 30 juillet 1792, le chant est d’abord connu sous le nom de « Marche des Marseillais ». Quelques semaines plus tard, lors de la bataille de Valmy, les paroles de la Marseillaise en sont reprises et chantées par des milliers de combattants. Lors des révolutions de 1830 et de 1848, ""La Marseillaise"" est universellement reconnue. Elle devient l’hymne national de la République française le 14 mars 1879.";Propriété de la Commune de Lons-le-Saunier.;;www.lonslesaunier.fr;;;;;labellisee-en-2011;maison-des-illustres;monument-historique;;;;;;;;;;;histoire-et-politique;46.675302,5.553788
APN00_24_MI217;Parc et demeure Edouard André;30 rue Nationale;37150;La Croix-en-Touraine;Indre-et-Loire;Centre-Val de Loire;France;Edouard André (1840-1911), architecte-paysagiste, est le créateur de plus de deux cents parcs et jardins en France, en Europe et en Amérique du Sud. Il participe au profond renouvellement des jardins et de l'horticulture que connaît la France entre 1860 et 1900, et prône le style mixte dans les jardins. Sa pratique paysagère ne cesse de s'enrichir par sa réflexion et ses préoccupations en matière de patrimoine végétal local, d'histoire et d'urbanisme. Il se place au premier rang des concepteurs qui surent diffuser à l'échelle planétaire les modèles français élaborés dans la mouvance d'Haussmann et d'Alphand. Professeur d'art des jardins à l'école nationale d'horticulture de Versailles, ce spécialiste des jardins anglais expérimente toute sa vie, dans son propre parc à La Croix, le moyen de créer des perspectives sur des surfaces réduites et planes.;Commune de la Croix-en-Touraine;;http://www.lacroixentouraine.fr;;;;;labellisee-en-2017;maison-des-illustres;;;;;;;;;arts-et-architecture;;;;47.338673,0.990009
APN00_52_MI121;Musée Robert Tatin;La Frénouse;53230;Cossé-le-Vivien;Mayenne;Pays de la Loire;France;Robert Tatin (1902-1983), décorateur et charpentier de formation, est un artiste à la fois peintre, céramiste, architecte et sculpteur. C’est en 1945, profondément marqué par les horreurs de la Seconde Guerre mondiale, qu’il décide de consacrer sa vie à l’art. Il participe à la reconstruction du Paris culturel, puis voyage pendant cinq ans au Brésil et dans toute l’Amérique du Sud où son univers artistique s’élargit. En 1962, quelques années après son retour en France, il s’installe à Cossé-le-Vivien . Il y conçoit et réalise une archi-sculpture monumentale : sa « Maison des Champs ». Ce lieu de vie et de création est un carrefour des civilisations, « un pont entre l’Orient et l’Occident », où l'artiste modèle jusqu’à son décès des bas-reliefs et des géants polychromes en mortier de ciment. Dédiée à son auteur, cette maison fait également un lien entre passé et présent grâce à son « Champ des sculptures » orné d'œuvres d’artistes contemporains.;Propriété de la commune de Cossé-le-Vivien.;;;https://www.facebook.com/museeRobertTatin/;https://twitter.com/museetatin;;;labellisee-en-2012;maison-des-illustres;;;musee-de-france;;;;;;arts-et-architecture;;;;47.945008,-0.910252
